"","mots","motifs","Oeuvre"
"2870","cordon","NC","Flaubert-Bovary"
"2871","trop","trop","Flaubert-Bovary"
"2872","mince","ADJ","Flaubert-Bovary"
"2873",",",",","Flaubert-Bovary"
"2874","un","un","Flaubert-Bovary"
"2875","petit","ADJ","Flaubert-Bovary"
"2876","croisillon","NC","Flaubert-Bovary"
"2877","de","de","Flaubert-Bovary"
"2878","fils","NC","Flaubert-Bovary"
"2879","d'","de","Flaubert-Bovary"
"2880","or","NC","Flaubert-Bovary"
"2881",",",",","Flaubert-Bovary"
"2882","en","en","Flaubert-Bovary"
"2883","manière","NC","Flaubert-Bovary"
"2884","de","de","Flaubert-Bovary"
"2885","gland","NC","Flaubert-Bovary"
"2886",".",".","Flaubert-Bovary"
"2887","Elle","elle","Flaubert-Bovary"
"2888","était","être","Flaubert-Bovary"
"2889","neuve;","neuve;","Flaubert-Bovary"
"2890","la","le","Flaubert-Bovary"
"2891","visière","NC","Flaubert-Bovary"
"2892","brillait","VIMP","Flaubert-Bovary"
"2893",".",".","Flaubert-Bovary"
"2894","Levez-vous","NP","Flaubert-Bovary"
"2895",",",",","Flaubert-Bovary"
"2896","dit","PPAS","Flaubert-Bovary"
